Customer_ID,Transaction_Date,Transaction_Time
11,2019-03-20,19:55:00
11,2019-02-23,20:00:00
11,2019-03-14,14:41:00
11,2019-03-04,12:23:00
11,2019-03-26,13:54:00
11,2019-03-01,19:49:00
11,2019-03-19,13:40:00
11,2019-02-23,16:52:00
11,2019-02-07,20:24:00
11,2019-03-08,16:53:00
11,2019-03-04,19:48:00
11,2019-02-22,10:43:00
11,2019-02-13,18:27:00
11,2019-03-14,19:02:00
11,2019-02-15,14:53:00
11,2019-03-18,17:15:00
11,2019-03-23,19:20:00
11,2019-03-08,17:11:00
11,2019-02-18,15:39:00
11,2019-02-02,20:48:00
11,2019-03-01,13:22:00
11,2019-01-03,19:08:00
11,2019-01-19,19:30:00
11,2019-01-19,10:17:00
11,2019-01-28,11:51:00
11,2019-01-15,15:01:00
11,2019-01-02,20:08:00
11,2019-01-24,10:57:00
11,2019-01-19,14:08:00
11,2019-01-13,19:51:00
11,2019-01-19,16:08:00
11,2019-01-22,20:46:00
11,2019-01-05,12:40:00
11,2019-01-29,11:26:00
11,2019-01-02,13:40:00
11,2019-01-23,13:29:00
11,2019-01-27,14:28:00
11,2019-01-18,15:08:00
11,2019-01-25,15:54:00
11,2019-01-03,19:17:00
11,2019-01-07,16:11:00
11,2019-01-01,14:47:00
11,2019-01-28,15:16:00
11,2019-01-31,13:44:00
11,2019-01-23,18:37:00
11,2019-01-17,18:45:00
11,2019-01-25,19:48:00
9,2019-02-22,15:33:00
9,2019-03-06,11:55:00
9,2019-01-10,17:16:00
9,2019-03-02,13:50:00
9,2019-02-22,15:15:00
9,2019-02-05,14:14:00
9,2019-02-06,10:22:00
9,2019-02-17,16:50:00
9,2019-02-13,13:59:00
9,2019-01-31,15:12:00
9,2019-02-10,13:56:00
9,2019-01-11,13:57:00
9,2019-03-06,15:31:00
9,2019-02-24,16:44:00
9,2019-01-25,14:19:00
9,2019-02-16,15:42:00
9,2019-02-03,11:25:00
9,2019-01-23,17:16:00
9,2019-01-26,18:53:00
9,2019-02-07,14:13:00
9,2019-02-04,16:38:00
9,2019-03-09,13:53:00
9,2019-01-17,15:05:00
9,2019-02-23,19:49:00
9,2019-01-27,18:05:00
9,2019-02-08,13:12:00
9,2019-03-04,16:28:00
9,2019-01-31,13:19:00
9,2019-03-01,15:32:00
9,2019-01-30,13:32:00
9,2019-02-06,17:20:00
9,2019-03-01,15:40:00
9,2019-02-05,15:26:00
9,2019-02-25,15:31:00
9,2019-01-23,14:04:00
9,2019-02-10,12:50:00
9,2019-02-08,16:20:00
9,2019-01-19,19:39:00
9,2019-01-21,16:37:00
9,2019-01-16,15:26:00
9,2019-02-01,11:27:00
9,2019-03-05,18:14:00
9,2019-03-08,20:38:00
9,2019-03-09,10:17:00
9,2019-03-07,11:49:00
9,2019-03-04,20:39:00
13,2019-02-24,14:26:00
13,2019-03-02,18:14:00
13,2019-03-05,18:02:00
13,2019-03-25,15:19:00
13,2019-03-09,13:18:00
13,2019-02-28,20:18:00
13,2019-02-27,18:57:00
13,2019-02-27,12:22:00
13,2019-03-05,16:38:00
13,2019-03-17,13:54:00
13,2019-02-27,11:06:00
13,2019-03-12,16:46:00
13,2019-03-04,15:02:00
13,2019-03-20,19:57:00
13,2019-03-22,15:05:00
13,2019-03-18,17:38:00
13,2019-03-06,12:27:00
13,2019-03-03,13:01:00
13,2019-03-09,17:03:00
1,2019-02-22,18:35:00
1,2019-02-06,18:44:00
1,2019-02-27,11:40:00
1,2019-02-05,10:17:00
1,2019-03-02,16:35:00
1,2019-02-05,19:42:00
1,2019-02-15,13:51:00
1,2019-03-02,16:16:00
1,2019-03-24,18:27:00
1,2019-02-11,10:38:00
1,2019-02-19,15:14:00
1,2019-02-07,14:27:00
1,2019-01-26,18:19:00
1,2019-03-20,19:44:00
1,2019-02-05,11:51:00
1,2019-03-03,10:54:00
1,2019-02-04,19:38:00
1,2019-02-05,12:34:00
1,2019-02-22,10:49:00
1,2019-01-26,17:45:00
1,2019-02-12,19:01:00
1,2019-03-20,11:23:00
1,2019-02-09,17:15:00
1,2019-03-05,20:24:00
1,2019-03-25,20:18:00
1,2019-02-15,12:31:00
1,2019-03-16,16:58:00
1,2019-02-04,12:14:00
1,2019-03-21,10:17:00
1,2019-03-12,19:53:00
1,2019-02-14,17:29:00
1,2019-03-06,13:29:00
1,2019-02-02,13:23:00
1,2019-02-09,11:00:00
1,2019-02-02,18:42:00
1,2019-02-09,10:00:00
1,2019-02-10,12:28:00
1,2019-03-08,16:43:00
1,2019-01-27,13:26:00
1,2019-03-27,20:35:00
1,2019-03-15,15:36:00
1,2019-02-08,15:31:00
1,2019-02-06,18:07:00
3,2019-02-03,20:13:00
3,2019-01-26,15:11:00
3,2019-01-27,18:08:00
3,2019-01-30,20:23:00
3,2019-01-27,14:36:00
3,2019-02-02,20:29:00
3,2019-02-03,10:02:00
3,2019-01-31,13:47:00
3,2019-02-04,10:23:00
3,2019-01-27,15:51:00
3,2019-01-25,13:48:00
3,2019-02-01,20:31:00
3,2019-01-26,19:54:00
3,2019-01-26,19:56:00
3,2019-03-08,10:29:00
1,2019-01-13,17:54:00
1,2019-01-14,14:00:00
1,2019-01-22,18:08:00
1,2019-01-12,16:18:00
1,2019-01-25,13:38:00
1,2019-01-14,10:11:00
1,2019-01-14,19:30:00
1,2019-01-17,10:01:00
1,2019-01-17,15:27:00
1,2019-01-17,13:01:00
1,2019-01-05,20:40:00
1,2019-01-12,17:13:00
1,2019-01-06,13:58:00
1,2019-01-14,12:52:00
1,2019-01-17,12:48:00
1,2019-01-10,14:16:00
1,2019-01-15,13:41:00
1,2019-01-13,17:04:00
1,2019-01-15,16:19:00
8,2019-03-10,20:46:00
8,2019-02-07,19:30:00
8,2019-01-26,15:17:00
8,2019-02-07,15:55:00
8,2019-02-07,15:06:00
8,2019-02-25,11:58:00
8,2019-01-24,13:24:00
8,2019-02-27,18:24:00
8,2019-03-01,10:22:00
8,2019-02-12,14:45:00
8,2019-02-16,18:04:00
8,2019-02-27,17:36:00
8,2019-03-18,11:29:00
8,2019-03-09,12:37:00
8,2019-01-24,11:45:00
8,2019-03-14,11:07:00
8,2019-03-22,14:33:00
8,2019-01-23,10:28:00
8,2019-02-01,18:43:00
8,2019-01-24,18:04:00
8,2019-03-14,12:07:00
8,2019-03-20,14:14:00
8,2019-02-25,20:35:00
8,2019-02-02,18:31:00
8,2019-03-02,11:22:00
8,2019-03-03,15:09:00
8,2019-02-14,11:26:00
8,2019-03-08,10:53:00
8,2019-01-24,20:36:00
8,2019-03-11,13:37:00
8,2019-03-14,17:54:00
8,2019-02-27,16:10:00
8,2019-02-18,20:29:00
8,2019-03-12,12:43:00
8,2019-03-07,14:53:00
8,2019-01-31,10:46:00
8,2019-01-25,15:00:00
8,2019-03-03,19:17:00
8,2019-02-01,15:10:00
8,2019-02-07,18:23:00
8,2019-03-19,12:46:00
8,2019-02-10,18:36:00
8,2019-02-14,17:03:00
8,2019-03-22,20:19:00
8,2019-03-12,12:09:00
8,2019-01-22,10:55:00
8,2019-03-09,18:21:00
8,2019-02-07,11:28:00
8,2019-02-25,11:24:00
1,2019-01-10,17:15:00
1,2019-02-25,14:36:00
13,2019-02-18,11:40:00
13,2019-02-09,11:45:00
13,2019-02-17,16:27:00
13,2019-02-08,12:52:00
13,2019-02-22,12:30:00
13,2019-02-12,14:33:00
13,2019-02-15,10:36:00
13,2019-02-20,13:06:00
13,2019-02-13,15:06:00
13,2019-02-12,12:58:00
13,2019-02-13,10:50:00
13,2019-02-20,15:55:00
13,2019-02-08,11:15:00
13,2019-03-25,18:30:00
12,2019-02-18,13:28:00
12,2019-02-07,17:59:00
12,2019-03-02,19:26:00
12,2019-02-15,17:38:00
12,2019-03-14,13:49:00
12,2019-03-10,15:06:00
12,2019-02-09,18:58:00
12,2019-01-28,17:35:00
12,2019-02-09,19:17:00
12,2019-01-28,17:47:00
12,2019-01-14,15:42:00
12,2019-03-04,10:05:00
12,2019-02-03,14:35:00
12,2019-01-23,11:15:00
12,2019-03-14,16:45:00
12,2019-03-03,19:30:00
12,2019-02-15,20:21:00
12,2019-01-17,15:15:00
12,2019-02-04,16:09:00
12,2019-03-10,12:39:00
12,2019-03-01,20:03:00
12,2019-02-12,19:43:00
12,2019-02-03,11:46:00
12,2019-01-22,11:52:00
12,2019-02-17,19:11:00
12,2019-02-25,17:16:00
12,2019-01-20,13:45:00
12,2019-02-07,11:28:00
12,2019-01-27,19:48:00
12,2019-02-26,11:48:00
12,2019-03-07,16:54:00
12,2019-01-25,11:40:00
12,2019-03-07,20:37:00
12,2019-03-14,11:21:00
12,2019-01-25,10:11:00
12,2019-02-09,10:25:00
12,2019-02-10,20:51:00
12,2019-02-03,14:38:00
12,2019-03-03,17:01:00
12,2019-01-26,12:45:00
12,2019-03-13,19:44:00
12,2019-03-06,20:34:00
12,2019-02-05,10:41:00
12,2019-02-10,15:10:00
12,2019-03-09,18:00:00
12,2019-03-02,17:36:00
14,2019-01-13,12:55:00
14,2019-01-10,10:31:00
14,2019-02-09,12:02:00
14,2019-02-21,10:26:00
14,2019-01-23,14:21:00
14,2019-02-25,18:37:00
14,2019-01-28,13:53:00
14,2019-02-26,12:28:00
14,2019-03-03,17:36:00
14,2019-01-20,15:48:00
14,2019-02-17,15:28:00
14,2019-03-09,10:54:00
14,2019-03-05,17:49:00
14,2019-01-08,11:42:00
14,2019-01-08,12:58:00
14,2019-01-24,19:20:00
14,2019-01-26,16:04:00
14,2019-03-01,11:30:00
14,2019-03-01,12:15:00
14,2019-01-13,19:55:00
14,2019-01-30,13:58:00
14,2019-02-17,19:41:00
14,2019-01-08,12:50:00
14,2019-02-15,11:21:00
14,2019-03-08,20:15:00
14,2019-02-27,17:27:00
14,2019-01-25,14:29:00
14,2019-01-30,16:24:00
14,2019-03-07,13:12:00
14,2019-02-01,10:08:00
14,2019-01-31,16:24:00
14,2019-02-17,18:06:00
14,2019-01-14,10:02:00
14,2019-02-17,19:57:00
14,2019-01-28,16:47:00
14,2019-01-16,13:32:00
14,2019-02-25,14:12:00
14,2019-02-18,19:39:00
14,2019-01-08,16:17:00
14,2019-02-05,11:32:00
14,2019-02-06,20:05:00
14,2019-02-28,19:01:00
14,2019-02-06,15:47:00
5,2019-03-06,20:57:00
5,2019-03-15,14:48:00
5,2019-03-07,18:35:00
5,2019-02-28,17:38:00
5,2019-03-26,19:44:00
5,2019-03-03,20:06:00
5,2019-02-27,19:01:00
5,2019-03-20,11:32:00
5,2019-03-02,13:10:00
5,2019-03-30,19:26:00
5,2019-03-27,15:08:00
5,2019-03-08,15:27:00
5,2019-03-14,18:10:00
5,2019-03-07,11:44:00
5,2019-03-16,10:11:00
5,2019-03-08,15:37:00
5,2019-03-20,13:53:00
5,2019-03-10,18:55:00
5,2019-03-05,13:30:00
5,2019-03-28,17:38:00
5,2019-03-24,13:48:00
5,2019-03-20,16:28:00
5,2019-03-11,12:55:00
5,2019-03-23,19:16:00
5,2019-03-30,14:43:00
5,2019-03-02,13:01:00
5,2019-03-26,19:20:00
5,2019-03-29,10:25:00
5,2019-03-05,18:17:00
5,2019-03-15,10:12:00
5,2019-03-10,12:17:00
10,2019-02-25,13:22:00
10,2019-02-19,14:53:00
10,2019-02-14,12:42:00
10,2019-03-13,12:47:00
10,2019-03-17,11:55:00
10,2019-02-14,11:36:00
10,2019-02-24,13:08:00
10,2019-02-19,19:24:00
10,2019-02-23,18:30:00
10,2019-02-19,19:29:00
10,2019-02-16,14:19:00
10,2019-03-14,20:35:00
10,2019-02-11,15:42:00
10,2019-03-07,10:23:00
10,2019-03-26,10:34:00
10,2019-03-01,18:14:00
10,2019-03-15,18:20:00
10,2019-02-15,12:12:00
10,2019-03-09,14:36:00
10,2019-03-09,15:36:00
10,2019-03-15,10:26:00
10,2019-03-06,12:46:00
10,2019-03-08,13:21:00
10,2019-03-14,17:22:00
10,2019-03-09,18:24:00
10,2019-02-26,10:52:00
10,2019-03-28,13:41:00
10,2019-02-23,18:45:00
10,2019-03-05,16:24:00
10,2019-02-11,16:19:00
10,2019-02-24,10:55:00
10,2019-02-15,17:47:00
10,2019-03-10,19:15:00
6,2019-01-29,13:46:00
6,2019-01-05,11:51:00
6,2019-01-24,20:59:00
6,2019-01-18,16:23:00
6,2019-01-12,11:42:00
6,2019-01-24,17:43:00
6,2019-01-27,20:03:00
6,2019-01-05,20:30:00
6,2019-01-08,19:07:00
6,2019-01-15,15:01:00
6,2019-01-23,12:20:00
6,2019-01-08,20:08:00
6,2019-01-23,12:10:00
6,2019-01-27,13:58:00
6,2019-01-26,14:51:00
6,2019-01-25,19:39:00
6,2019-01-09,13:45:00
6,2019-01-29,14:12:00
6,2019-01-04,13:24:00
6,2019-01-16,18:08:00
6,2019-01-12,14:50:00
6,2019-01-23,10:25:00
6,2019-01-09,14:20:00
6,2019-01-07,12:28:00
6,2019-01-10,14:49:00
4,2019-01-19,12:46:00
4,2019-02-19,15:07:00
4,2019-02-02,14:05:00
4,2019-02-20,15:18:00
4,2019-01-18,17:26:00
4,2019-01-08,14:30:00
4,2019-01-08,18:06:00
4,2019-01-14,10:55:00
4,2019-01-25,18:30:00
4,2019-01-29,19:45:00
4,2019-01-15,18:22:00
4,2019-01-23,11:22:00
4,2019-01-17,10:37:00
4,2019-02-20,18:43:00
4,2019-01-03,10:30:00
4,2019-01-05,17:29:00
4,2019-01-28,20:54:00
4,2019-01-15,19:25:00
4,2019-01-31,19:48:00
4,2019-02-08,13:00:00
4,2019-01-22,10:57:00
4,2019-01-29,12:25:00
4,2019-02-02,19:40:00
4,2019-02-14,15:04:00
4,2019-01-24,17:37:00
4,2019-02-02,15:34:00
4,2019-02-11,10:39:00
4,2019-01-28,20:50:00
4,2019-02-08,10:53:00
4,2019-01-18,12:04:00
4,2019-02-20,15:24:00
4,2019-01-02,16:57:00
4,2019-02-02,18:50:00
4,2019-02-10,15:43:00
4,2019-02-03,13:40:00
4,2019-02-08,13:03:00
8,2019-03-26,14:13:00
8,2019-03-25,16:32:00
8,2019-03-24,18:27:00
8,2019-02-20,13:27:00
6,2019-02-09,13:22:00
6,2019-03-14,14:19:00
6,2019-03-10,18:10:00
6,2019-03-11,19:44:00
6,2019-03-04,15:27:00
6,2019-03-19,15:23:00
6,2019-03-02,12:36:00
6,2019-02-12,17:49:00
6,2019-02-13,18:15:00
6,2019-02-07,12:23:00
6,2019-02-15,17:10:00
6,2019-02-21,11:39:00
6,2019-03-24,18:14:00
6,2019-03-30,14:58:00
6,2019-03-19,12:16:00
6,2019-02-07,10:18:00
6,2019-02-08,15:26:00
6,2019-02-15,13:30:00
6,2019-02-03,16:40:00
6,2019-02-13,12:14:00
6,2019-02-03,15:53:00
6,2019-03-05,13:44:00
6,2019-02-13,16:59:00
6,2019-03-26,11:02:00
6,2019-02-16,17:30:00
6,2019-02-04,13:38:00
6,2019-03-06,10:36:00
6,2019-02-15,20:21:00
6,2019-02-17,17:27:00
6,2019-02-18,16:28:00
6,2019-03-05,17:43:00
6,2019-03-30,13:22:00
6,2019-02-23,12:29:00
6,2019-03-03,13:42:00
6,2019-03-17,19:06:00
6,2019-02-28,18:37:00
6,2019-03-06,15:07:00
6,2019-02-22,10:36:00
6,2019-03-19,17:08:00
6,2019-03-15,12:20:00
6,2019-03-05,10:40:00
7,2019-01-28,15:46:00
7,2019-02-26,15:10:00
7,2019-03-02,18:18:00
7,2019-02-22,12:10:00
7,2019-01-27,10:44:00
7,2019-03-19,11:52:00
7,2019-01-26,12:43:00
7,2019-02-11,18:38:00
7,2019-03-14,11:16:00
7,2019-02-06,14:24:00
7,2019-01-20,20:37:00
7,2019-03-02,12:40:00
7,2019-03-04,12:44:00
7,2019-03-12,19:39:00
7,2019-01-18,18:43:00
7,2019-01-29,11:48:00
7,2019-02-25,17:16:00
7,2019-02-25,16:36:00
7,2019-01-21,17:36:00
7,2019-03-13,14:16:00
7,2019-03-09,12:45:00
7,2019-03-10,14:04:00
7,2019-02-27,15:12:00
7,2019-01-26,18:22:00
7,2019-03-05,19:06:00
7,2019-02-10,18:23:00
7,2019-02-20,18:01:00
7,2019-03-06,18:13:00
7,2019-03-19,13:25:00
7,2019-02-13,12:38:00
7,2019-01-26,19:28:00
7,2019-02-21,12:38:00
7,2019-01-25,20:24:00
7,2019-03-02,19:42:00
7,2019-03-03,19:00:00
7,2019-03-05,19:46:00
7,2019-03-04,11:19:00
7,2019-01-18,20:59:00
7,2019-03-10,18:44:00
7,2019-03-09,14:57:00
7,2019-03-03,14:30:00
7,2019-03-05,14:31:00
7,2019-01-22,18:56:00
7,2019-01-28,12:43:00
12,2019-03-18,15:29:00
12,2019-03-21,17:04:00
12,2019-03-20,17:52:00
12,2019-03-16,18:51:00
12,2019-03-26,19:28:00
12,2019-03-27,19:11:00
12,2019-03-30,17:58:00
12,2019-03-26,20:14:00
12,2019-03-24,14:49:00
12,2019-03-15,11:57:00
12,2019-03-21,16:21:00
12,2019-02-12,10:25:00
4,2019-03-02,17:16:00
4,2019-03-11,12:04:00
4,2019-02-25,18:45:00
4,2019-03-19,13:37:00
4,2019-03-12,11:01:00
4,2019-02-24,10:10:00
4,2019-02-28,19:33:00
4,2019-02-27,10:23:00
4,2019-03-20,19:28:00
4,2019-03-28,19:16:00
4,2019-03-18,16:10:00
4,2019-03-22,18:33:00
4,2019-03-17,18:58:00
4,2019-02-22,18:19:00
4,2019-03-14,19:33:00
4,2019-03-11,18:58:00
4,2019-03-29,14:44:00
4,2019-02-26,19:24:00
4,2019-03-02,19:26:00
4,2019-03-11,15:53:00
4,2019-03-12,19:58:00
4,2019-03-23,10:13:00
4,2019-03-19,11:30:00
4,2019-03-07,13:58:00
4,2019-03-16,19:25:00
4,2019-03-05,12:29:00
4,2019-03-19,18:19:00
4,2019-03-23,10:16:00
4,2019-03-16,19:47:00
5,2019-02-10,13:51:00
5,2019-02-21,12:40:00
5,2019-02-22,11:26:00
5,2019-02-19,10:12:00
5,2019-02-14,14:42:00
5,2019-02-20,15:29:00
5,2019-02-09,20:31:00
5,2019-02-19,16:23:00
5,2019-02-15,12:42:00
5,2019-03-29,19:21:00
11,2019-01-27,20:33:00
1,2019-03-30,10:18:00
1,2019-03-30,12:45:00
1,2019-03-29,14:28:00
15,2019-03-04,10:39:00
15,2019-02-11,15:29:00
15,2019-02-08,10:58:00
15,2019-03-24,14:08:00
15,2019-03-17,19:53:00
15,2019-02-16,10:33:00
15,2019-02-16,10:52:00
15,2019-01-29,18:15:00
15,2019-03-22,14:00:00
15,2019-03-04,11:27:00
15,2019-03-23,13:23:00
15,2019-02-11,16:06:00
15,2019-02-26,11:58:00
15,2019-02-02,20:42:00
15,2019-02-17,13:34:00
15,2019-01-31,10:36:00
15,2019-02-19,19:38:00
15,2019-03-15,13:05:00
15,2019-02-01,19:54:00
15,2019-02-25,16:03:00
15,2019-02-06,13:55:00
15,2019-01-27,11:17:00
15,2019-02-28,14:42:00
15,2019-03-03,12:25:00
15,2019-01-28,17:58:00
15,2019-03-12,20:04:00
15,2019-01-27,14:55:00
15,2019-02-20,16:49:00
15,2019-03-19,14:35:00
15,2019-02-22,18:17:00
15,2019-03-08,20:01:00
15,2019-03-04,15:44:00
15,2019-02-24,13:02:00
15,2019-03-19,15:49:00
15,2019-02-15,18:03:00
15,2019-01-31,12:02:00
15,2019-03-12,14:21:00
15,2019-02-09,19:43:00
15,2019-03-12,13:52:00
15,2019-03-10,18:59:00
15,2019-02-21,16:55:00
15,2019-03-26,18:03:00
15,2019-01-26,20:23:00
15,2019-01-29,11:56:00
15,2019-02-05,19:57:00
15,2019-02-09,13:11:00
15,2019-02-27,17:55:00
15,2019-03-13,16:40:00
15,2019-03-22,14:42:00
15,2019-03-23,13:24:00
7,2019-01-06,13:35:00
7,2019-01-08,19:09:00
7,2019-01-08,17:12:00
7,2019-01-16,14:42:00
7,2019-01-02,15:24:00
7,2019-01-13,14:55:00
7,2019-01-16,20:03:00
7,2019-01-08,14:11:00
7,2019-01-15,15:42:00
7,2019-01-13,19:14:00
7,2019-01-04,13:21:00
7,2019-01-11,10:37:00
7,2019-01-07,17:36:00
7,2019-01-07,11:44:00
7,2019-01-11,11:20:00
7,2019-01-12,15:48:00
7,2019-02-17,11:15:00
6,2019-01-01,10:39:00
3,2019-01-19,11:43:00
3,2019-01-14,10:38:00
3,2019-01-16,18:41:00
3,2019-01-12,16:23:00
3,2019-01-20,16:51:00
3,2019-01-21,17:44:00
3,2019-01-20,10:13:00
3,2019-01-10,11:34:00
3,2019-01-19,10:21:00
3,2019-01-23,13:00:00
3,2019-01-12,12:02:00
10,2019-02-08,11:39:00
10,2019-03-11,11:03:00
10,2019-01-24,18:10:00
10,2019-01-13,13:58:00
10,2019-01-20,12:27:00
10,2019-01-31,10:00:00
10,2019-02-07,10:09:00
10,2019-01-13,10:03:00
10,2019-01-17,12:36:00
10,2019-01-25,11:05:00
10,2019-01-24,10:38:00
10,2019-02-04,12:50:00
10,2019-01-16,12:07:00
10,2019-01-29,15:48:00
10,2019-01-16,15:10:00
10,2019-02-07,17:55:00
10,2019-01-27,17:38:00
10,2019-01-28,16:43:00
10,2019-01-05,11:32:00
10,2019-02-07,11:36:00
10,2019-01-29,10:48:00
10,2019-01-01,15:51:00
10,2019-01-30,20:47:00
10,2019-01-02,18:50:00
10,2019-01-02,13:00:00
10,2019-01-11,19:07:00
10,2019-02-03,15:59:00
10,2019-01-14,19:06:00
10,2019-01-11,14:29:00
10,2019-02-06,14:51:00
10,2019-01-08,15:57:00
10,2019-01-10,16:42:00
10,2019-01-20,15:55:00
15,2019-03-30,20:37:00
15,2019-03-29,16:48:00
15,2019-02-25,19:39:00
13,2019-02-04,20:43:00
13,2019-02-03,10:31:00
13,2019-02-03,17:24:00
13,2019-02-05,10:16:00
5,2019-01-30,11:32:00
5,2019-01-09,16:34:00
5,2019-01-12,16:45:00
5,2019-01-17,16:46:00
5,2019-02-02,16:33:00
5,2019-02-06,18:33:00
5,2019-01-08,11:59:00
5,2019-01-26,10:06:00
5,2019-01-07,12:08:00
5,2019-02-06,19:20:00
5,2019-02-02,15:47:00
5,2019-02-04,13:21:00
5,2019-01-06,12:12:00
5,2019-02-05,19:05:00
5,2019-01-21,10:00:00
5,2019-01-25,13:30:00
5,2019-01-08,20:55:00
5,2019-01-13,19:30:00
5,2019-01-19,16:31:00
5,2019-01-28,13:05:00
5,2019-01-25,13:18:00
5,2019-01-19,20:07:00
5,2019-01-07,15:01:00
5,2019-01-25,15:46:00
4,2019-01-21,18:00:00
9,2019-03-24,13:33:00
9,2019-03-24,17:56:00
9,2019-03-13,15:45:00
9,2019-03-15,16:26:00
9,2019-03-29,14:06:00
9,2019-03-13,12:51:00
9,2019-03-28,15:30:00
9,2019-03-20,13:02:00
9,2019-03-11,13:28:00
9,2019-03-23,18:59:00
9,2019-03-16,12:43:00
9,2019-03-22,19:36:00
9,2019-03-14,17:20:00
9,2019-03-16,19:08:00
9,2019-03-27,13:48:00
9,2019-03-28,16:44:00
9,2019-03-12,20:36:00
9,2019-02-08,10:37:00
4,2019-03-22,19:20:00
14,2019-02-07,16:48:00
2,2019-02-18,14:42:00
2,2019-02-15,20:51:00
2,2019-02-07,14:15:00
2,2019-02-24,18:06:00
2,2019-03-05,19:40:00
2,2019-02-24,19:57:00
2,2019-02-16,15:53:00
2,2019-03-03,20:31:00
2,2019-02-10,12:56:00
2,2019-02-09,10:02:00
2,2019-02-17,11:12:00
2,2019-03-02,14:16:00
2,2019-02-07,18:48:00
2,2019-03-12,16:30:00
2,2019-03-09,19:09:00
2,2019-02-17,17:09:00
2,2019-02-26,16:52:00
2,2019-02-07,13:05:00
2,2019-03-02,19:44:00
2,2019-03-11,12:01:00
2,2019-03-05,17:07:00
2,2019-03-06,13:46:00
2,2019-02-16,12:21:00
2,2019-02-17,14:40:00
2,2019-03-09,17:26:00
2,2019-02-10,12:45:00
2,2019-01-05,13:08:00
12,2019-01-11,16:49:00
5,2019-01-01,11:43:00
5,2019-02-02,10:11:00
14,2019-03-22,19:06:00
14,2019-03-30,12:51:00
14,2019-03-21,16:08:00
14,2019-03-15,14:04:00
14,2019-03-15,10:50:00
14,2019-03-30,16:34:00
14,2019-03-27,14:03:00
14,2019-03-10,19:35:00
14,2019-03-20,15:08:00
14,2019-03-29,16:54:00
14,2019-03-18,15:52:00
14,2019-03-21,15:25:00
14,2019-03-28,15:31:00
14,2019-03-16,11:22:00
14,2019-03-20,19:17:00
14,2019-03-23,10:55:00
14,2019-03-13,19:52:00
2,2019-03-27,20:29:00
2,2019-03-19,15:52:00
2,2019-03-19,15:29:00
2,2019-03-24,14:22:00
2,2019-03-14,12:32:00
2,2019-03-19,19:09:00
2,2019-03-19,19:42:00
2,2019-03-24,10:29:00
2,2019-03-25,13:07:00
2,2019-03-13,11:46:00
2,2019-03-24,10:43:00
2,2019-03-25,10:23:00
8,2019-01-09,11:40:00
8,2019-01-19,13:11:00
8,2019-01-15,17:24:00
8,2019-01-15,20:44:00
8,2019-01-18,15:28:00
8,2019-01-19,12:47:00
8,2019-01-12,11:25:00
8,2019-01-19,17:34:00
10,2019-01-15,17:17:00
15,2019-01-10,11:10:00
15,2019-01-01,11:40:00
15,2019-01-15,13:48:00
15,2019-01-23,10:18:00
15,2019-01-09,13:46:00
